# Parameter;Units;Alias1;Alias2;Alias3;
surface_downward_eastward_stress;Pa;;;;
surface_downward_eastward_stress_due_to_boundary_layer_mixing;Pa;;;;
surface_downward_heat_flux_in_air;W m-2;;;;
surface_downward_heat_flux_in_sea_ice;W m-2;;;;
surface_downward_heat_flux_in_sea_water;W m-2;;;;
surface_downward_heat_flux_in_snow;W m-2;;;;
surface_downward_latent_heat_flux;W m-2;;;;
surface_downward_mass_flux_of_13C_dioxide_abiotic_analogue_expressed_as_13C;kg m-2 s-1;surface_downward_mass_flux_of_carbon13_dioxide_abiotic_analogue_expressed_as_carbon13;;;
surface_downward_mass_flux_of_14C_dioxide_abiotic_analogue_expressed_as_carbon;kg m-2 s-1;surface_downward_mass_flux_of_carbon14_dioxide_abiotic_analogue_expressed_as_carbon;;;
surface_downward_mass_flux_of_ammonia;kg m-2 s-1;;;;
surface_downward_mass_flux_of_carbon_dioxide_abiotic_analogue_expressed_as_carbon;kg m-2 s-1;;;;
surface_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon;kg m-2 s-1;;;;
surface_downward_mass_flux_of_carbon_dioxide_natural_analogue_expressed_as_carbon;kg m-2 s-1;;;;
surface_downward_mass_flux_of_methane_due_to_wetland_biological_consumption;kg m-2 s-1;;;;
surface_downward_mass_flux_of_water_due_to_irrigation;kg m-2 s-1;;;;
surface_downward_mole_flux_of_carbon_dioxide;mol m-2 s-1;surface_carbon_dioxide_mole_flux;;;
surface_downward_mole_flux_of_cfc11;mol m-2 s-1;;;;
surface_downward_mole_flux_of_cfc12;mol m-2 s-1;;;;
surface_downward_mole_flux_of_molecular_oxygen;mol m-2 s-1;;;;
surface_downward_mole_flux_of_sulfur_hexafluoride;mol m-2 s-1;;;;
surface_downward_northward_stress;Pa;;;;
surface_downward_northward_stress_due_to_boundary_layer_mixing;Pa;;;;
surface_downward_sensible_heat_flux;W m-2;;;;
surface_downward_water_flux;kg m-2 s-1;;;;
surface_downward_x_stress;Pa;;;;
surface_downward_x_stress_correction;Pa;;;;
surface_downward_y_stress;Pa;;;;
surface_downward_y_stress_correction;Pa;;;;
surface_downwelling_longwave_flux_in_air;W m-2;surface_downwelling_longwave_flux;;;
surface_downwelling_longwave_flux_in_air_assuming_clear_sky;W m-2;;;;
surface_downwelling_longwave_flux_in_air_due_to_volcanic_ambient_aerosol_particles;W m-2;;;;
surface_downwelling_photon_flux_in_sea_water;mol m-2 s-1;;;;
surface_downwelling_photon_flux_per_unit_wavelength_in_sea_water;mol m-2 s-1 m-1;surface_downwelling_spectral_photon_flux_in_sea_water;;;
surface_downwelling_photon_radiance_in_sea_water;mol m-2 s-1 sr-1;;;;
surface_downwelling_photon_radiance_per_unit_wavelength_in_sea_water;mol m-2 s-1 m-1 sr-1;surface_downwelling_spectral_photon_radiance_in_sea_water;;;
surface_downwelling_photon_spherical_irradiance_in_sea_water;mol m-2 s-1;;;;
surface_downwelling_photon_spherical_irradiance_per_unit_wavelength_in_sea_water;mol m-2 s-1 m-1;surface_downwelling_spectral_photon_spherical_irradiance_in_sea_water;;;
surface_downwelling_photosynthetic_photon_flux_in_air;mol m-2 s-1;;;;
surface_downwelling_photosynthetic_photon_flux_in_sea_water;mol m-2 s-1;;;;
surface_downwelling_photosynthetic_photon_radiance_in_sea_water;mol m-2 s-1 sr-1;;;;
surface_downwelling_photosynthetic_photon_spherical_irradiance_in_sea_water;mol m-2 s-1;;;;
surface_downwelling_photosynthetic_radiance_in_sea_water;W m-2 sr-1;;;;
surface_downwelling_photosynthetic_radiative_flux_in_air;W m-2;;;;
surface_downwelling_photosynthetic_radiative_flux_in_sea_water;W m-2;;;;
surface_downwelling_photosynthetic_spherical_irradiance_in_sea_water;W m-2;;;;
surface_downwelling_radiance_in_sea_water;W m-2 sr-1;;;;
surface_downwelling_radiance_per_unit_wavelength_in_sea_water;W m-2 m-1 sr-1;surface_downwelling_spectral_radiance_in_sea_water;;;
surface_downwelling_radiative_flux_in_sea_water;W m-2;;;;
surface_downwelling_radiative_flux_per_unit_wavelength_in_air;W m-2 m-1;surface_downwelling_spectral_radiative_flux_in_air;;;
surface_downwelling_radiative_flux_per_unit_wavelength_in_sea_water;W m-2 m-1;surface_downwelling_spectral_radiative_flux_in_sea_water;;;
surface_downwelling_shortwave_flux_in_air;W m-2;surface_downwelling_shortwave_flux;;;
surface_downwelling_shortwave_flux_in_air_assuming_clear_sky;W m-2;surface_downwelling_shortwave_flux_assuming_clear_sky;;;
surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_and_no_aerosol;W m-2;surface_downwelling_shortwave_flux_in_air_assuming_clean_clear_sky;;;
surface_downwelling_shortwave_flux_in_air_due_to_volcanic_ambient_aerosol_particles;W m-2;;;;
surface_downwelling_spherical_irradiance_in_sea_water;W m-2;;;;
surface_downwelling_spherical_irradiance_per_unit_wavelength_in_sea_water;W m-2 m-1;surface_downwelling_spectral_spherical_irradiance_in_sea_water;;;
surface_drag_coefficient_for_heat_in_air;1;atmosphere_surface_drag_coefficient_of_heat;;;
surface_drag_coefficient_for_momentum_in_air;1;atmosphere_surface_drag_coefficient_of_momentum;;;
surface_drag_coefficient_in_air;1;atmosphere_surface_drag_coefficient;;;
surface_eastward_sea_water_velocity;m s-1;;;;
surface_frozen_carbon_dioxide_amount;kg m-2;;;;
surface_geopotential;m2 s-2;;;;
surface_geostrophic_eastward_sea_water_velocity;m s-1;surface_eastward_geostrophic_sea_water_velocity;;;
surface_geostrophic_eastward_sea_water_velocity_assuming_mean_sea_level_for_geoid;m s-1;surface_geostrophic_eastward_sea_water_velocity_assuming_sea_level_for_geoid;surface_eastward_geostrophic_sea_water_velocity_assuming_sea_level_for_geoid;;
surface_geostrophic_northward_sea_water_velocity;m s-1;surface_northward_geostrophic_sea_water_velocity;;;
surface_geostrophic_northward_sea_water_velocity_assuming_mean_sea_level_for_geoid;m s-1;surface_geostrophic_northward_sea_water_velocity_assuming_sea_level_for_geoid;surface_northward_geostrophic_sea_water_velocity_assuming_sea_level_for_geoid;;
surface_geostrophic_sea_water_x_velocity;m s-1;;;;
surface_geostrophic_sea_water_x_velocity_assuming_mean_sea_level_for_geoid;m s-1;surface_geostrophic_sea_water_x_velocity_assuming_sea_level_for_geoid;;;
surface_geostrophic_sea_water_y_velocity;m s-1;;;;
surface_geostrophic_sea_water_y_velocity_assuming_mean_sea_level_for_geoid;m s-1;surface_geostrophic_sea_water_y_velocity_assuming_sea_level_for_geoid;;;
surface_height_above_geopotential_datum;m;surface_litter_carbon_content;;;
surface_litter_mass_content_of_carbon;kg m-2;;;;
surface_litter_mass_content_of_nitrogen;kg m-2;;;;
surface_longwave_emissivity;1;;;;
surface_microwave_emissivity;1;;;;
surface_molecular_oxygen_partial_pressure_difference_between_sea_water_and_air;Pa;;;;
surface_net_downward_longwave_dust_ambient_aerosol_particles_direct_radiative_effect;W m-2;;;;
surface_net_downward_longwave_dust_ambient_aerosol_particles_direct_radiative_effect_assuming_clear_sky;W m-2;;;;
surface_net_downward_longwave_flux;W m-2;;;;
surface_net_downward_longwave_flux_assuming_clear_sky;W m-2;;;;
surface_net_downward_mass_flux_of_ammonia_due_to_bidirectional_surface_exchange;kg m-2 s-1;;;;
surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_13C_due_to_all_land_processes;kg m-2 s-1;;;;
surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_14C_due_to_all_land_processes;kg m-2 s-1;;;;
surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes;kg m-2 s-1;;;;
surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes_excluding_anthropogenic_land_use_change;kg m-2 s-1;;;;
surface_net_downward_radiative_flux;W m-2;surface_net_downward_radiative_flux_where_land;;;
surface_net_downward_shortwave_dust_ambient_aerosol_particles_direct_radiative_effect;W m-2;;;;
surface_net_downward_shortwave_dust_ambient_aerosol_particles_direct_radiative_effect_assuming_clear_sky;W m-2;;;;
surface_net_downward_shortwave_flux;W m-2;;;;
surface_net_downward_shortwave_flux_assuming_clear_sky;W m-2;;;;
surface_net_upward_longwave_flux;W m-2;;;;
surface_net_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_anthropogenic_land_use_change;kg m-2 s-1;;;;
surface_net_upward_mass_flux_of_methane_due_to_emission_from_wetland_biological_processes;kg m-2 s-1;;;;
surface_net_upward_radiative_flux;W m-2;;;;
surface_net_upward_shortwave_flux;W m-2;;;;
surface_northward_sea_water_velocity;m s-1;;;;
surface_partial_pressure_of_carbon_dioxide_abiotic_analogue_in_sea_water;Pa;;;;
surface_partial_pressure_of_carbon_dioxide_in_air;Pa;;;;
surface_partial_pressure_of_carbon_dioxide_in_sea_water;Pa;;;;
surface_partial_pressure_of_carbon_dioxide_natural_analogue_in_sea_water;Pa;;;;
surface_radioactivity_content;Bq m-2;;;;
surface_radioactivity_content_of_101Mo;Bq m-2;;;;
surface_radioactivity_content_of_101Tc;Bq m-2;;;;
surface_radioactivity_content_of_102Mo;Bq m-2;;;;
surface_radioactivity_content_of_102mTc;Bq m-2;;;;
surface_radioactivity_content_of_102Tc;Bq m-2;;;;
surface_radioactivity_content_of_103mRh;Bq m-2;;;;
surface_radioactivity_content_of_103Ru;Bq m-2;;;;
surface_radioactivity_content_of_104Tc;Bq m-2;;;;
surface_radioactivity_content_of_105mRh;Bq m-2;;;;
surface_radioactivity_content_of_105Rh;Bq m-2;;;;
surface_radioactivity_content_of_105Ru;Bq m-2;;;;
surface_radioactivity_content_of_106mRh;Bq m-2;;;;
surface_radioactivity_content_of_106Rh;Bq m-2;;;;
surface_radioactivity_content_of_106Ru;Bq m-2;;;;
surface_radioactivity_content_of_107mPd;Bq m-2;;;;
surface_radioactivity_content_of_107Pd;Bq m-2;;;;
surface_radioactivity_content_of_107Rh;Bq m-2;;;;
surface_radioactivity_content_of_109mAg;Bq m-2;;;;
surface_radioactivity_content_of_109Pd;Bq m-2;;;;
surface_radioactivity_content_of_110mAg;Bq m-2;;;;
surface_radioactivity_content_of_111Ag;Bq m-2;;;;
surface_radioactivity_content_of_111mAg;Bq m-2;;;;
surface_radioactivity_content_of_111mCd;Bq m-2;;;;
surface_radioactivity_content_of_111mPd;Bq m-2;;;;
surface_radioactivity_content_of_111Pd;Bq m-2;;;;
surface_radioactivity_content_of_112Ag;Bq m-2;;;;
surface_radioactivity_content_of_112Pd;Bq m-2;;;;
surface_radioactivity_content_of_113Ag;Bq m-2;;;;
surface_radioactivity_content_of_113Cd;Bq m-2;;;;
surface_radioactivity_content_of_113mAg;Bq m-2;;;;
surface_radioactivity_content_of_113mCd;Bq m-2;;;;
surface_radioactivity_content_of_113mIn;Bq m-2;;;;
surface_radioactivity_content_of_115Ag;Bq m-2;;;;
surface_radioactivity_content_of_115Cd;Bq m-2;;;;
surface_radioactivity_content_of_115In;Bq m-2;;;;
surface_radioactivity_content_of_115mAg;Bq m-2;;;;
surface_radioactivity_content_of_115mCd;Bq m-2;;;;
surface_radioactivity_content_of_115mIn;Bq m-2;;;;
surface_radioactivity_content_of_116In;Bq m-2;;;;
surface_radioactivity_content_of_116mIn;Bq m-2;;;;
surface_radioactivity_content_of_117Cd;Bq m-2;;;;
surface_radioactivity_content_of_117In;Bq m-2;;;;
surface_radioactivity_content_of_117mCd;Bq m-2;;;;
surface_radioactivity_content_of_117mIn;Bq m-2;;;;
surface_radioactivity_content_of_117mSn;Bq m-2;;;;
surface_radioactivity_content_of_118Cd;Bq m-2;;;;
surface_radioactivity_content_of_118In;Bq m-2;;;;
surface_radioactivity_content_of_118mIn;Bq m-2;;;;
surface_radioactivity_content_of_119In;Bq m-2;;;;
surface_radioactivity_content_of_119mIn;Bq m-2;;;;
surface_radioactivity_content_of_119mSn;Bq m-2;;;;
surface_radioactivity_content_of_11C;Bq m-2;;;;
surface_radioactivity_content_of_121mSn;Bq m-2;;;;
surface_radioactivity_content_of_121Sn;Bq m-2;;;;
surface_radioactivity_content_of_123mSn;Bq m-2;;;;
surface_radioactivity_content_of_123Sn;Bq m-2;;;;
surface_radioactivity_content_of_124mSb;Bq m-2;;;;
surface_radioactivity_content_of_124Sb;Bq m-2;;;;
surface_radioactivity_content_of_125mTe;Bq m-2;;;;
surface_radioactivity_content_of_125Sb;Bq m-2;;;;
surface_radioactivity_content_of_125Sn;Bq m-2;;;;
surface_radioactivity_content_of_126mSb;Bq m-2;;;;
surface_radioactivity_content_of_126Sb;Bq m-2;;;;
surface_radioactivity_content_of_126Sn;Bq m-2;;;;
surface_radioactivity_content_of_127mTe;Bq m-2;;;;
surface_radioactivity_content_of_127Sb;Bq m-2;;;;
surface_radioactivity_content_of_127Sn;Bq m-2;;;;
surface_radioactivity_content_of_127Te;Bq m-2;;;;
surface_radioactivity_content_of_128mSb;Bq m-2;;;;
surface_radioactivity_content_of_128Sb;Bq m-2;;;;
surface_radioactivity_content_of_128Sn;Bq m-2;;;;
surface_radioactivity_content_of_129I;Bq m-2;;;;
surface_radioactivity_content_of_129mTe;Bq m-2;;;;
surface_radioactivity_content_of_129mXe;Bq m-2;;;;
surface_radioactivity_content_of_129Sb;Bq m-2;;;;
surface_radioactivity_content_of_129Te;Bq m-2;;;;
surface_radioactivity_content_of_130I;Bq m-2;;;;
surface_radioactivity_content_of_130mI;Bq m-2;;;;
surface_radioactivity_content_of_130mSb;Bq m-2;;;;
surface_radioactivity_content_of_130Sb;Bq m-2;;;;
surface_radioactivity_content_of_130Sn;Bq m-2;;;;
surface_radioactivity_content_of_131I;Bq m-2;;;;
surface_radioactivity_content_of_131mTe;Bq m-2;;;;
surface_radioactivity_content_of_131mXe;Bq m-2;;;;
surface_radioactivity_content_of_131Sb;Bq m-2;;;;
surface_radioactivity_content_of_131Te;Bq m-2;;;;
surface_radioactivity_content_of_132I;Bq m-2;;;;
surface_radioactivity_content_of_132Te;Bq m-2;;;;
surface_radioactivity_content_of_133I;Bq m-2;;;;
surface_radioactivity_content_of_133mI;Bq m-2;;;;
surface_radioactivity_content_of_133mTe;Bq m-2;;;;
surface_radioactivity_content_of_133mXe;Bq m-2;;;;
surface_radioactivity_content_of_133Te;Bq m-2;;;;
surface_radioactivity_content_of_133Xe;Bq m-2;;;;
surface_radioactivity_content_of_134Cs;Bq m-2;;;;
surface_radioactivity_content_of_134I;Bq m-2;;;;
surface_radioactivity_content_of_134mCs;Bq m-2;;;;
surface_radioactivity_content_of_134mI;Bq m-2;;;;
surface_radioactivity_content_of_134mXe;Bq m-2;;;;
surface_radioactivity_content_of_134Te;Bq m-2;;;;
surface_radioactivity_content_of_135Cs;Bq m-2;;;;
surface_radioactivity_content_of_135I;Bq m-2;;;;
surface_radioactivity_content_of_135mBa;Bq m-2;;;;
surface_radioactivity_content_of_135mCs;Bq m-2;;;;
surface_radioactivity_content_of_135mXe;Bq m-2;;;;
surface_radioactivity_content_of_135Xe;Bq m-2;;;;
surface_radioactivity_content_of_136Cs;Bq m-2;;;;
surface_radioactivity_content_of_137Cs;Bq m-2;;;;
surface_radioactivity_content_of_137mBa;Bq m-2;;;;
surface_radioactivity_content_of_137Xe;Bq m-2;;;;
surface_radioactivity_content_of_138Cs;Bq m-2;;;;
surface_radioactivity_content_of_138Xe;Bq m-2;;;;
surface_radioactivity_content_of_139Ba;Bq m-2;;;;
surface_radioactivity_content_of_13N;Bq m-2;;;;
surface_radioactivity_content_of_140Ba;Bq m-2;;;;
surface_radioactivity_content_of_140La;Bq m-2;;;;
surface_radioactivity_content_of_141Ce;Bq m-2;;;;
surface_radioactivity_content_of_141La;Bq m-2;;;;
surface_radioactivity_content_of_142Ce;Bq m-2;;;;
surface_radioactivity_content_of_142La;Bq m-2;;;;
surface_radioactivity_content_of_142mPr;Bq m-2;;;;
surface_radioactivity_content_of_142Pr;Bq m-2;;;;
surface_radioactivity_content_of_143Ce;Bq m-2;;;;
surface_radioactivity_content_of_143La;Bq m-2;;;;
surface_radioactivity_content_of_143Pr;Bq m-2;;;;
surface_radioactivity_content_of_144Ce;Bq m-2;;;;
surface_radioactivity_content_of_144mPr;Bq m-2;;;;
surface_radioactivity_content_of_144Nd;Bq m-2;;;;
surface_radioactivity_content_of_144Pr;Bq m-2;;;;
surface_radioactivity_content_of_145Pr;Bq m-2;;;;
surface_radioactivity_content_of_146Ce;Bq m-2;;;;
surface_radioactivity_content_of_146Pr;Bq m-2;;;;
surface_radioactivity_content_of_147Nd;Bq m-2;;;;
surface_radioactivity_content_of_147Pm;Bq m-2;;;;
surface_radioactivity_content_of_147Pr;Bq m-2;;;;
surface_radioactivity_content_of_147Sm;Bq m-2;;;;
surface_radioactivity_content_of_148mPm;Bq m-2;;;;
surface_radioactivity_content_of_148Pm;Bq m-2;;;;
surface_radioactivity_content_of_148Sm;Bq m-2;;;;
surface_radioactivity_content_of_149Nd;Bq m-2;;;;
surface_radioactivity_content_of_149Pm;Bq m-2;;;;
surface_radioactivity_content_of_149Sm;Bq m-2;;;;
surface_radioactivity_content_of_150Pm;Bq m-2;;;;
surface_radioactivity_content_of_151Nd;Bq m-2;;;;
surface_radioactivity_content_of_151Pm;Bq m-2;;;;
surface_radioactivity_content_of_151Sm;Bq m-2;;;;
surface_radioactivity_content_of_152mPm;Bq m-2;;;;
surface_radioactivity_content_of_152Nd;Bq m-2;;;;
surface_radioactivity_content_of_152Pm;Bq m-2;;;;
surface_radioactivity_content_of_153Sm;Bq m-2;;;;
surface_radioactivity_content_of_154Eu;Bq m-2;;;;
surface_radioactivity_content_of_155Eu;Bq m-2;;;;
surface_radioactivity_content_of_155Sm;Bq m-2;;;;
surface_radioactivity_content_of_156Eu;Bq m-2;;;;
surface_radioactivity_content_of_156Sm;Bq m-2;;;;
surface_radioactivity_content_of_157Eu;Bq m-2;;;;
surface_radioactivity_content_of_158Eu;Bq m-2;;;;
surface_radioactivity_content_of_159Eu;Bq m-2;;;;
surface_radioactivity_content_of_159Gd;Bq m-2;;;;
surface_radioactivity_content_of_15O;Bq m-2;;;;
surface_radioactivity_content_of_160Tb;Bq m-2;;;;
surface_radioactivity_content_of_161Tb;Bq m-2;;;;
surface_radioactivity_content_of_162Gd;Bq m-2;;;;
surface_radioactivity_content_of_162mTb;Bq m-2;;;;
surface_radioactivity_content_of_162Tb;Bq m-2;;;;
surface_radioactivity_content_of_163Tb;Bq m-2;;;;
surface_radioactivity_content_of_165Dy;Bq m-2;;;;
surface_radioactivity_content_of_18F;Bq m-2;;;;
surface_radioactivity_content_of_206Hg;Bq m-2;;;;
surface_radioactivity_content_of_206Tl;Bq m-2;;;;
surface_radioactivity_content_of_207mPb;Bq m-2;;;;
surface_radioactivity_content_of_207Tl;Bq m-2;;;;
surface_radioactivity_content_of_208Tl;Bq m-2;;;;
surface_radioactivity_content_of_209Bi;Bq m-2;;;;
surface_radioactivity_content_of_209Pb;Bq m-2;;;;
surface_radioactivity_content_of_209Tl;Bq m-2;;;;
surface_radioactivity_content_of_210Bi;Bq m-2;;;;
surface_radioactivity_content_of_210Pb;Bq m-2;;;;
surface_radioactivity_content_of_210Po;Bq m-2;;;;
surface_radioactivity_content_of_210Tl;Bq m-2;;;;
surface_radioactivity_content_of_211Bi;Bq m-2;;;;
surface_radioactivity_content_of_211Pb;Bq m-2;;;;
surface_radioactivity_content_of_211Po;Bq m-2;;;;
surface_radioactivity_content_of_212Bi;Bq m-2;;;;
surface_radioactivity_content_of_212Pb;Bq m-2;;;;
surface_radioactivity_content_of_212Po;Bq m-2;;;;
surface_radioactivity_content_of_213Bi;Bq m-2;;;;
surface_radioactivity_content_of_213Pb;Bq m-2;;;;
surface_radioactivity_content_of_213Po;Bq m-2;;;;
surface_radioactivity_content_of_214Bi;Bq m-2;;;;
surface_radioactivity_content_of_214Pb;Bq m-2;;;;
surface_radioactivity_content_of_214Po;Bq m-2;;;;
surface_radioactivity_content_of_215At;Bq m-2;;;;
surface_radioactivity_content_of_215Bi;Bq m-2;;;;
surface_radioactivity_content_of_215Po;Bq m-2;;;;
surface_radioactivity_content_of_216At;Bq m-2;;;;
surface_radioactivity_content_of_216Po;Bq m-2;;;;
surface_radioactivity_content_of_217At;Bq m-2;;;;
surface_radioactivity_content_of_217Po;Bq m-2;;;;
surface_radioactivity_content_of_218At;Bq m-2;;;;
surface_radioactivity_content_of_218Po;Bq m-2;;;;
surface_radioactivity_content_of_218Rn;Bq m-2;;;;
surface_radioactivity_content_of_219At;Bq m-2;;;;
surface_radioactivity_content_of_219Rn;Bq m-2;;;;
surface_radioactivity_content_of_220Rn;Bq m-2;;;;
surface_radioactivity_content_of_221Fr;Bq m-2;;;;
surface_radioactivity_content_of_221Rn;Bq m-2;;;;
surface_radioactivity_content_of_222Fr;Bq m-2;;;;
surface_radioactivity_content_of_222Ra;Bq m-2;;;;
surface_radioactivity_content_of_222Rn;Bq m-2;;;;
surface_radioactivity_content_of_223Fr;Bq m-2;;;;
surface_radioactivity_content_of_223Ra;Bq m-2;;;;
surface_radioactivity_content_of_223Rn;Bq m-2;;;;
surface_radioactivity_content_of_224Ra;Bq m-2;;;;
surface_radioactivity_content_of_225Ac;Bq m-2;;;;
surface_radioactivity_content_of_225Ra;Bq m-2;;;;
surface_radioactivity_content_of_226Ac;Bq m-2;;;;
surface_radioactivity_content_of_226Ra;Bq m-2;;;;
surface_radioactivity_content_of_226Th;Bq m-2;;;;
surface_radioactivity_content_of_227Ac;Bq m-2;;;;
surface_radioactivity_content_of_227Ra;Bq m-2;;;;
surface_radioactivity_content_of_227Th;Bq m-2;;;;
